name,type,square,direction,furnish,totalprice,unitprice,floortype,floors,year,structure,dealdate,other
北京像素北区,1室1厅,41平米,北 , 精装,167.5,40498,中楼层,共17层,2011年,板塔结合,2016.08.15,/距6号线草房371米
八里庄北里小区,1室1厅,52平米,南 , 简装,225,43378,高楼层,共6层,1993年,板楼,2016.08.15,/距6号线十里堡568米
曙光里,2室1厅,58平米,南 北 , 简装,268,46609,高楼层,共6层,1986年,板楼,2016.08.15,/满五年唯一/朝师附小西坝河校区/距10号线太阳宫608米
三丰里小区,1室1厅,48平米,东 , 简装,270.5,56378,中楼层,共6层,1995年,板楼,2016.08.15,/满五年唯一/芳草地民族校区/距2号线朝阳门725米
松榆里,2室1厅,50平米,西南 , 简装,230,45680,低楼层,共20层,1993年,塔楼,2016.08.15,/垂杨柳中心小学/距14号线 东段北工大西门453米
燕翔东里,2室1厅,55平米,南 , 简装,146,26545,中楼层,共5层,1985年,板楼,2016.08.15,/房本满两年
朝阳捷座,2室1厅,83平米,西 , 其他,415,49976,高楼层,共18层,2000年,塔楼,2016.08.15,/满五年唯一
安华里四区,1室1厅,46平米,东 , 精装,284,61712,低楼层,共14层,1992年,板塔结合,2016.08.15,/距8号线安华桥962米
京棉新城,2室1厅,74平米,西 东北 , 精装,330,44379,中楼层,共32层,2006年,塔楼,2016.08.15,/满五年唯一/距6号线十里堡474米
美伦堡,3室2厅,158平米,南 北 , 精装,1345,85127,中楼层,共14层,2008年,板楼,2016.08.15,/满五年唯一/北师大朝阳附小/距15号线北沙滩1032米
天之骄子,2室2厅,109平米,南 , 精装,700,64091,中楼层,共22层,2005年,板楼,2016.08.15,/房本满两年/距10号线双井290米
甘露园南里,2室1厅,58平米,东南 西 , 简装,239,41079,低楼层,共6层,1994年,板楼,2016.08.15,/满五年唯一/距1号线四惠东766米
南平里,2室1厅,64平米,西南 , 简装,175,27344,低楼层,共6层,1994年,板楼,2016.08.15,/满五年唯一
宝星国际二期,1室1厅,64平米,南 , 精装,437,68668,中楼层,共25层,2006年,板塔结合,2016.08.15,/满五年唯一/望京实验学校/距15号线望京1187米
绿岛苑西区,2室1厅,76平米,东南 , 简装,270,35564,中楼层,共24层,1998年,塔楼,2016.08.15,/满五年唯一/传媒附小
石韵浩庭,1室1厅,59平米,西北 , 简装,399,67961,中楼层,共15层,2004年,板楼,2016.08.15,/距7号线九龙山439米
拂林园,3室2厅,153平米,南 西 北 , 精装,740,48224,中楼层,共14层,2000年,板塔结合,2016.08.15,/满五年唯一/距5号线北苑路北345米
奥林匹克花园四期,4室2厅,176平米,南 北 , 精装,850,48433,高楼层,共9层,2009年,板塔结合,2016.08.15,/房本满两年/奥林匹克花园小学
顺源里,3室1厅,55平米,南 北 , 简装,313,56549,高楼层,共6层,1982年,板楼,2016.08.15,/距10号线亮马桥435米
北苑家园紫绶园,1室1厅,68平米,南 北 , 精装,287.5,42292,高楼层,共14层,1999年,板楼,2016.08.15,/房本满两年/和平街一中/距13号线北苑545米
远洋万和城B区,2室1厅,88平米,东 南 北 , 精装,720,81958,未知楼层,共15层,2009年,板楼,2016.08.15,/房本满两年/万和城实验小学/距15号线关庄907米
北苑家园茉藜园,2室2厅,103平米,西南 , 精装,436,42396,低楼层,共26层,2005年,塔楼,2016.08.15,/房本满两年/和平街一中/距5号线立水桥南834米
燕归宁馨园,2室1厅,89平米,南 北 , 简装,300,33708,中楼层,共6层,2005年,板楼,2016.08.15,/房本满两年
甘露园南里,2室1厅,58平米,东南 , 毛坯,233,40465,低楼层,共6层,1994年,板楼,2016.08.15,/满五年唯一/距1号线四惠东756米
兴隆家园,2室1厅,118平米,西南 , 简装,496,42034,高楼层,共24层,2004年,塔楼,2016.08.15,/满五年唯一/距八通线高碑店641米
花家地北里,1室1厅,43平米,南 北 , 其他,270,63055,低楼层,共18层,1994年,塔楼,2016.08.15,/花家地实验小学/距14号线 东段阜通753米
宝星园一区,2室2厅,109平米,东南 , 精装,650,59765,高楼层,共19层,2003年,塔楼,2016.08.15,/望京实验学校/距15号线望京949米
富力阳光美园,3室2厅,89平米,西南 , 简装,340,38202,高楼层,共31层,2011年,塔楼,2016.08.15,/房本满两年/距6号线草房742米
天之骄子,3室2厅,135平米,南 北 , 精装,850,63070,高楼层,共22层,2005年,板楼,2016.08.15,/满五年唯一/距10号线双井290米
花家地西里三区,3室2厅,130平米,南 北 , 精装,643,49626,低楼层,共6层,1999年,板楼,2016.08.15,/满五年唯一/花家地实验小学/距14号线 东段阜通817米
大黄庄东路,2室1厅,90平米,东 南 , 毛坯,304,33944,高楼层,共21层,2005年,塔楼,2016.08.15,/满五年唯一/距6号线褡裢坡1146米
天怡家园,2室1厅,69平米,南 北 , 精装,353,51041,高楼层,共11层,2006年,板楼,2016.08.15,/满五年唯一/距5号线立水桥南647米
芍药居,2室1厅,75平米,南 , 简装,530,70264,高楼层,共18层,1997年,塔楼,2016.08.15,/满五年唯一/人大附中朝阳学校/距13号线芍药居445米
和平街十五区1号院,1室1厅,47平米,南 , 精装,302,64146,中楼层,共18层,1997年,板塔结合,2016.08.15,/房本满两年/和平街中心小学/距13号线光熙门247米
国美第一城2号院,3室1厅,118平米,东南 , 其他,550,46610,中楼层,共18层,2006年,板塔结合,2016.08.15,/满五年唯一
新源西里东街,2室1厅,57平米,南 北 , 精装,328,57463,中楼层,共5层,1982年,板楼,2016.08.15,/满五年唯一/距10号线亮马桥1110米
北苑家园清友园,2室2厅,102平米,东南 , 简装,452,44314,低楼层,共25层,2002年,塔楼,2016.08.15,/满五年唯一/和平街一中/距13号线北苑812米
团结湖路,1室1厅,44平米,东 西 , 其他,232,52489,高楼层,共10层,1981年,板塔结合,2016.08.15,/满五年唯一/距6号线呼家楼513米
朝阳旺角,1室1厅,44平米,北 , 简装,180,40946,中楼层,共15层,2007年,塔楼,2016.08.15,/距八通线双桥946米
慧忠北里第四社区,2室1厅,82平米,东南 , 简装,424,51413,高楼层,共25层,2000年,塔楼,2016.08.15,/距15号线安立路500米
珠江帝景伯爵山,2室2厅,90平米,南 , 精装,730,80940,高楼层,共16层,2008年,板楼,2016.08.15,/陈经纶帝景分校/距7号线九龙山635米
绿荫芳邻,2室2厅,95平米,东南 , 精装,605,63617,中楼层,共12层,2001年,板楼,2016.08.15,/满五年唯一/望京实验学校/距15号线望京523米
芍药居,1室1厅,60平米,东南 , 简装,365,60742,中楼层,共18层,1991年,塔楼,2016.08.15,/满五年唯一/人大附中朝阳学校/距13号线芍药居647米
雅成一里,2室1厅,101平米,南 , 简装,380,37457,中楼层,共24层,2001年,塔楼,2016.08.15,/房本满两年/距6号线青年路502米
十里堡北区,2室1厅,55平米,南 , 简装,230,41599,高楼层,共6层,1979年,板楼,2016.08.15,/房本满两年/距6号线十里堡891米
安华里五区,2室1厅,51平米,南 北 , 其他,350,68346,中楼层,共6层,1982年,板楼,2016.08.15,/距8号线安华桥723米
花家地南里,2室1厅,43平米,南 北 , 精装,280,65789,高楼层,共6层,1991年,板楼,2016.08.15,/满五年唯一/花家地实验小学/距14号线 东段望京南1048米
京城雅居,4室2厅,207平米,南 北 , 精装,670,32400,中楼层,共6层,2004年,板楼,2016.08.15,/房本满两年
国美第一城3号院,2室1厅,101平米,南 , 精装,527,52178,中楼层,共27层,2007年,板塔结合,2016.08.15,/满五年唯一/距6号线青年路995米
北苑家园茉藜园,2室2厅,108平米,南 北 , 精装,470,43430,高楼层,共26层,2005年,塔楼,2016.08.15,/房本满两年/和平街一中/距5号线立水桥南834米
望京路10号院,2室1厅,66平米,南 , 精装,345,52289,中楼层,共16层,1989年,塔楼,2016.08.15,/房本满两年/南湖中园小学/距14号线 东段阜通346米
筑华年,2室1厅,85平米,南 北 , 简装,515,60731,中楼层,共28层,2012年,板楼,2016.08.15,/距13号线北苑868米
苹果社区北区,1室0厅,59平米,南 , 精装,310,52400,低楼层,共21层,2008年,板塔结合,2016.08.15,/满五年唯一/距10号线双井926米
农光里,2室1厅,66平米,北 , 精装,279.5,42087,中楼层,共12层,1997年,板塔结合,2016.08.15,/房本满两年/距10号线劲松394米
农光东里,2室1厅,92平米,东 西 , 简装,360,39130,低楼层,共14层,1997年,板塔结合,2016.08.15,/满五年唯一/距10号线劲松542米
都会华庭,2室1厅,138平米,东南 , 精装,674,48766,低楼层,共30层,2003年,塔楼,2016.08.15,/满五年唯一/距1号线四惠825米
双桥中路10号南院,2室1厅,72平米,南 北 , 精装,242,33611,中楼层,共6层,1999年,板楼,2016.08.15,/双桥二小
苹果社区北区,2室1厅,111平米,西 , 精装,456,40948,高楼层,共33层,2007年,塔楼,2016.08.15,/房本满两年/距7号线九龙山898米
石佛营东里小区,1室1厅,47平米,东 西 , 精装,215,45368,高楼层,共12层,1992年,板塔结合,2016.08.15,/房本满两年
阿曼寓所,1室0厅,63平米,西 , 精装,263,41627,高楼层,共16层,2007年,板塔结合,2016.08.15,/房本满两年/距6号线青年路959米
远洋一方新悦二期,2室2厅,89平米,南 北 , 精装,373.5,42028,低楼层,共15层,2012年,板塔结合,2016.08.15,/房本满两年/远洋一方小学/距八通线八里桥976米
望京明苑,2室2厅,103平米,东南 , 其他,505,49148,中楼层,共28层,2001年,塔楼,2016.08.15,/满五年唯一/距14号线 东段东湖渠583米
东湖湾二期,1室0厅,34平米,东 , 其他,35,10435,地下室,共0层,,,2016.08.15,/房本满两年/距14号线 东段东湖渠444米
东亚望京中心,2室1厅,92平米,南 , 精装,323,35224,未知楼层,共34层,2008年,塔楼,2016.08.15,/满五年唯一/距14号线 东段阜通91米
花家地西里一区,2室1厅,65平米,东 南 , 简装,320,49231,高楼层,共18层,1995年,塔楼,2016.08.15,/房本满两年/花家地实验小学/距14号线 东段阜通678米
双惠小区,2室1厅,91平米,南 北 , 其他,320,35134,中楼层,共6层,2004年,板楼,2016.08.15,/满五年唯一/距八通线双桥777米
康静里,2室1厅,58平米,南 北 , 简装,245.5,42328,低楼层,共6层,1994年,板楼,2016.08.15,/房本满两年/奥林匹克花园小学
农光东里,2室1厅,69平米,东 西 北 , 精装,313,45560,低楼层,共6层,1997年,板楼,2016.08.15,/距10号线劲松796米
农光东里,1室1厅,50平米,南 , 精装,268,53196,高楼层,共18层,1994年,塔楼,2016.08.15,/满五年唯一/距10号线劲松519米
公园1872,1室0厅,66平米,西 , 精装,340,51476,低楼层,共21层,2008年,板楼,2016.08.15,/房本满两年/距6号线十里堡238米
朝阳旺角,3室2厅,115平米,东 南 , 精装,385,33595,低楼层,共15层,2004年,塔楼,2016.08.15,/满五年唯一/朝阳实验二小双桥校区/距八通线双桥1018米
炫特嘉园三期,2室1厅,91平米,南 北 , 精装,430,47211,低楼层,共11层,2006年,板楼,2016.08.15,/房本满两年/距6号线十里堡877米
潘家园小区,2室1厅,68平米,东 , 简装,307.8,45378,高楼层,共18层,1990年,板楼,2016.08.15,/满五年唯一/距10号线潘家园850米
首开常青藤一期,3室2厅,96平米,南 北 , 精装,570,59375,高楼层,共9层,2009年,板楼,2016.08.15,/满五年唯一/奥林匹克花园小学
华威西里,1室1厅,43平米,南 , 精装,210,49412,低楼层,共6层,1991年,板楼,2016.08.15,/房本满两年/距10号线潘家园536米
UHN国际村,1室0厅,89平米,西北 , 精装,459,51585,中楼层,共27层,2008年,板楼,2016.08.15,/满五年唯一/朝师附小西坝河校区/距10号线太阳宫517米
富仁名苑,1室1厅,65平米,东 南 , 简装,366,56744,高楼层,共16层,1997年,板塔结合,2016.08.15,/满五年唯一/距5号线惠新西街南口355米
花家地西里一区,2室1厅,75平米,东南 , 毛坯,392.5,52208,中楼层,共18层,1995年,塔楼,2016.08.15,/房本满两年/花家地实验小学/距14号线 东段阜通646米
紫南家园,1室1厅,70平米,南 西 北 , 简装,279,39772,高楼层,共6层,2002年,板楼,2016.08.15,/满五年唯一/距7号线南楼梓庄66米
华贸国际公寓,1室1厅,83平米,西 , 其他,562,67825,中楼层,共26层,2006年,塔楼,2016.08.15,/房本满两年/距1号线大望路482米
美景东方,3室2厅,141平米,南 北 , 精装,756,53754,中楼层,共20层,2005年,板塔结合,2016.08.15,/满五年唯一/距10号线潘家园782米
秀水园,1室1厅,42平米,西南 , 毛坯,200,47136,中楼层,共12层,1993年,板塔结合,2016.08.15,/房本满两年/距6号线金台路804米
融科橄榄城一期,2室1厅,94平米,南 , 精装,786,83992,低楼层,共28层,2006年,板楼,2016.08.15,/满五年唯一/望京实验学校
顺源里,3室1厅,57平米,南 北 , 精装,325,57299,中楼层,共6层,1982年,板楼,2016.08.15,/房本满两年/距10号线亮马桥312米
炫特嘉园二期,1室0厅,41平米,北 , 其他,215,52917,中楼层,共28层,2005年,塔楼,2016.08.15,/距6号线十里堡786米
兴隆家园,1室1厅,64平米,东 北 , 精装,298,46533,低楼层,共22层,2005年,板塔结合,2016.08.15,/房本满两年/距八通线高碑店869米
双惠小区,1室1厅,59平米,东 西 , 其他,205,34799,中楼层,共6层,2003年,板楼,2016.08.15,/房本满两年/朝阳实验二小双桥校区/距八通线双桥546米
十里堡北里,2室1厅,54平米,南 , 精装,273.5,50266,高楼层,共6层,1985年,板楼,2016.08.15,/距6号线十里堡344米
亚奥观典,1室0厅,57平米,南 , 精装,281,49255,中楼层,共5层,2007年,板楼,2016.08.15,/房本满两年/陈经纶中学嘉铭分校西校区/距15号线安立路784米
百环家园,2室1厅,112平米,西北 , 简装,471.5,42208,低楼层,共28层,2004年,塔楼,2016.08.15,/满五年唯一/距10号线双井335米
首城国际,3室1厅,90平米,南 北 , 简装,678,75526,低楼层,共28层,2010年,板塔结合,2016.08.15,/房本满两年/距10号线劲松716米
兴隆家园,3室1厅,131平米,南 , 简装,602,46113,低楼层,共24层,2004年,塔楼,2016.08.15,/满五年唯一/距八通线高碑店704米
安慧北里逸园,2室1厅,101平米,南 , 精装,594,59099,低楼层,共26层,1997年,塔楼,2016.08.15,/满五年唯一/陈经纶中学嘉铭分校西校区/距5号线大屯路东509米
嘉铭桐城E区,1室2厅,78平米,西 东 , 精装,585,75000,中楼层,共15层,2006年,板楼,2016.08.15,/陈经纶中学嘉铭分校/距15号线关庄260米
北沙滩6号院,3室1厅,67平米,南 北 , 简装,407,60629,中楼层,共8层,1992年,板塔结合,2016.08.15,/满五年唯一/距15号线北沙滩483米
松榆西里,2室1厅,50平米,南 北 , 精装,266,53243,高楼层,共6层,1993年,板楼,2016.08.15,/垂杨柳中心小学/距10号线潘家园440米
御景园,3室2厅,227平米,南 , 精装,736,32357,低楼层,共33层,2002年,塔楼,2016.08.15,/房本满两年/距10号线十里河333米
上东8号,1室1厅,103平米,西北 , 精装,430,41744,中楼层,共13层,2011年,板楼,2016.08.15,/距14号线 东段将台632米
华悦国际公寓,1室2厅,98平米,南 北 , 其他,615,62909,未知楼层,共9层,2006年,板塔结合,2016.08.15,/距5号线大屯路东503米
炫彩嘉轩,1室1厅,48平米,西 , 精装,308,63768,未知楼层,共21层,2006年,板塔结合,2016.08.15,/房本满两年/距15号线望京830米
火星园,4室2厅,201平米,东 南 北 , 精装,1745,86816,低楼层,共18层,2012年,板楼,2016.08.15,/房本满两年/人大附中朝阳实验学校/距10号线太阳宫240米
定福庄西街,2室1厅,57平米,南 北 , 精装,226,39580,高楼层,共6层,1991年,板楼,2016.08.15,/满五年唯一/传媒附小/距八通线传媒大学684米
华威北里,3室1厅,71平米,东 西 北 , 简装,323,45493,高楼层,共6层,1991年,板楼,2016.08.15,/满五年唯一/距10号线潘家园135米
农光里,2室1厅,61平米,南 北 , 简装,275,44781,低楼层,共12层,1997年,板塔结合,2016.08.15,/房本满两年/距10号线劲松271米
后现代城,2室1厅,89平米,西南 , 其他,490,55180,低楼层,共18层,2003年,板塔结合,2016.08.15,/距7号线大郊亭656米
宝星国际二期,2室2厅,109平米,南 北 , 精装,738,67912,低楼层,共25层,2006年,板塔结合,2016.08.15,/满五年唯一/望京实验学校/距15号线望京1187米
润泽悦溪,1室0厅,43平米,南 , 其他,30,7029,地下室,共0层,2010年,板楼,2016.08.15,/房本满两年
中国铁建国际城,2室1厅,74平米,南 , 精装,538,72507,中楼层,共24层,2011年,板楼,2016.08.15,/朝阳外国语分校/距13号线北苑555米
慧忠里,2室1厅,64平米,西南 , 毛坯,418,65119,高楼层,共6层,1993年,板楼,2016.08.15,/房本满两年/朝外小学部/距15号线安立路227米
